Version,Hybrid Score,Variance Score,Hybrid Rank,Variance Rank,Bundle (gzipped),Bundle (minified)
3.1.1,,,#,#,1697
1.65 KB,4.80 KB
3.1.2,,,#,#,1272
1.24 KB,3.44 KB
3.1.3,,,#,#,1697
1.65 KB,4.80 KB
3.1.4,,,#,#,1697
1.65 KB,4.80 KB
3.1.5,,,#,#,2022
1.97 KB,6.16 KB
3.2.0,,,#,#,1976
1.92 KB,5.56 KB
3.3.0,,,#,#,1985
1.93 KB,5.59 KB
3.5.0,,,#,#,2185
2.13 KB,6.41 KB
3.7.0,,,#,#,2402
2.34 KB,7.41 KB
3.8.0,,,#,#,2419
2.36 KB,7.52 KB
